classification_fixed_id,base_pay_rate_id,base_rate_type,base_rate,calculated_pay_rate_id,calculated_rate_type,calculated_rate,parent_classification_name,classification,classification_level,employee_rate_type_code,operative_from,operative_to,version_number,published_year,last_modified_datetime
88618,BR100458,Hourly,23.23,,,,Level 1,20 years of age,2,AD,2022-10-01,2023-06-30,4,2022,2023-03-15T08:18:09+00:00
90437,BR102180,Weekly,611.59,CR29792,Hourly,16.09,65%,2nd year,2,AP,2022-10-01,2023-06-30,3,2022,2022-06-24T11:31:58+00:00
90452,BR102186,Weekly,799.77,CR29797,Hourly,21.05,85% of the standard weekly rate,2nd 6 months,2,AP,2022-10-01,2023-06-30,3,2022,2022-06-24T11:31:58+00:00
88393,BR100250,Hourly,10.99,,,,Level 1,16 years of age and under,2,JN,2022-10-01,2023-06-30,3,2022,2022-06-24T11:31:58+00:00
88394,BR100251,Hourly,13.18,,,,Level 1,17 years of age,2,JN,2022-10-01,2023-06-30,3,2022,2022-06-24T11:31:58+00:00
88525,BR100372,Hourly,20.49,,,,Level 2,19 years of age,2,JN,2022-10-01,2023-06-30,3,2022,2022-06-24T11:31:58+00:00
88524,BR100371,Hourly,17.08,,,,Level 2,18 years of age,2,JN,2022-10-01,2023-06-30,3,2022,2022-06-24T11:31:58+00:00
88521,BR100368,Hourly,10.25,,,,Level 2,15 years of age and under,2,JN,2022-10-01,2023-06-30,3,2022,2022-06-24T11:31:58+00:00
88522,BR100369,Hourly,12.52,,,,Level 2,16 years of age,2,JN,2022-10-01,2023-06-30,3,2022,2022-06-24T11:31:58+00:00
88441,BR100296,Hourly,18.67,,,,Level 1,19 years of age,2,JN,2022-10-01,2023-06-30,3,2022,2022-06-24T11:31:58+00:00
88395,BR100252,Hourly,15.38,,,,Level 1,18 years of age,2,JN,2022-10-01,2023-06-30,3,2022,2022-06-24T11:31:58+00:00
88617,BR100457,Hourly,19.75,,,,Level 1,19 years of age,2,JN,2022-10-01,2023-06-30,3,2022,2022-06-24T11:31:58+00:00
88616,BR100459,Hourly,16.26,,,,Level 1,18 years of age,2,JN,2022-10-01,2023-06-30,3,2022,2022-06-24T11:31:58+00:00
88523,BR100370,Hourly,14.8,,,,Level 2,17 years of age,2,JN,2022-10-01,2023-06-30,3,2022,2022-06-24T11:31:58+00:00
88712,BR100547,Hourly,23.52,,,,,4th year – not attained standard of proficiency,3,AA,2022-10-01,2023-06-30,3,2022,2022-06-24T11:31:58+00:00
88716,BR100551,Hourly,23.76,,,,,3rd 6 months,3,AA,2022-10-01,2023-06-30,3,2022,2022-06-24T11:31:58+00:00
294,BR89902,Weekly,911.4,CR25750,Hourly,23.98,Casino electronic gaming employee grade 2; Casino equipment technician grade 1; Casino table gaming employee grade 1; Customer liaison officer; Gaming finance employee grade 1,Level 2,3,AD,2022-10-01,2023-06-30,4,2022,2022-07-01T17:27:06+00:00
108890,BR103721,Hourly,27.1,,,,,Level 5,3,AD,2022-10-01,2023-06-30,3,2022,2022-06-24T11:31:58+00:00
246,BR89892,Weekly,865.2,CR25741,Hourly,22.77,Clerical grade 1; Cook grade 1; Door person/security officer grade 1; Food and beverage attendant grade 2; Front office grade 1; Gardener grade 1; Guest service grade 2; Kitchen attendant grade 2; Leisure attendant grade 1; Storeperson grade 1,Level 2,3,AD,2022-10-01,2023-06-30,4,2022,2022-07-01T17:25:19+00:00
88552,BR100398,Hourly,23.52,,,,Level 3,20 years of age,3,AD,2022-10-01,2023-06-30,4,2022,2023-03-15T08:23:35+00:00
88622,BR100463,Hourly,23.98,,,,Level 2,20 years of age,3,AD,2022-10-01,2023-06-30,4,2022,2023-03-15T08:18:09+00:00
88448,BR100303,Hourly,22.77,,,,Level 2,20 years of age,3,AD,2022-10-01,2023-06-30,4,2022,2023-03-15T08:17:14+00:00
108885,BR103716,Hourly,26.31,,,,,Level 5,3,AD,2022-10-01,2023-06-30,2,2022,2022-06-24T11:31:58+00:00
90453,BR102187,Weekly,903.05,CR29798,Hourly,23.76,Midway between the minimum rate prescribed for Food and beverage attendant grade 2 in Table 3—Minimum rates and the standard weekly rate,3rd 6 months,3,AP,2022-10-01,2023-06-30,3,2022,2022-06-24T11:31:58+00:00
90438,BR102181,Weekly,752.72,CR29793,Hourly,19.81,80%,3rd year,3,AP,2022-10-01,2023-06-30,3,2022,2022-06-24T11:31:58+00:00
88445,BR100300,Hourly,13.66,,,,Level 2,17 years of age,3,JN,2022-10-01,2023-06-30,3,2022,2022-06-24T11:31:58+00:00
88551,BR100397,Hourly,21.17,,,,Level 3,19 years of age,3,JN,2022-10-01,2023-06-30,3,2022,2022-06-24T11:31:58+00:00
88549,BR100395,Hourly,15.29,,,,Level 3,17 years of age,3,JN,2022-10-01,2023-06-30,3,2022,2022-06-24T11:31:58+00:00
88527,BR100374,Hourly,10.58,,,,Level 3,15 years of age and under,3,JN,2022-10-01,2023-06-30,3,2022,2022-06-24T11:31:58+00:00
88447,BR100302,Hourly,19.35,,,,Level 2,19 years of age,3,JN,2022-10-01,2023-06-30,3,2022,2022-06-24T11:31:58+00:00
88443,BR100298,Hourly,11.39,,,,Level 2,16 years of age and under,3,JN,2022-10-01,2023-06-30,3,2022,2022-06-24T11:31:58+00:00
88446,BR100301,Hourly,15.94,,,,Level 2,18 years of age,3,JN,2022-10-01,2023-06-30,3,2022,2022-06-24T11:31:58+00:00
88620,BR100461,Hourly,16.79,,,,Level 2,18 years of age,3,JN,2022-10-01,2023-06-30,3,2022,2022-06-24T11:31:58+00:00
88548,BR100394,Hourly,12.94,,,,Level 3,16 years of age,3,JN,2022-10-01,2023-06-30,3,2022,2022-06-24T11:31:58+00:00
88550,BR100396,Hourly,17.64,,,,Level 3,18 years of age,3,JN,2022-10-01,2023-06-30,3,2022,2022-06-24T11:31:58+00:00
88621,BR100462,Hourly,20.38,,,,Level 2,19 years of age,3,JN,2022-10-01,2023-06-30,3,2022,2022-06-24T11:31:58+00:00
88754,BR100580,Hourly,24.26,,,,,4th 6 months – not attained standard of proficiency,4,AA,2022-10-01,2023-06-30,3,2022,2022-06-24T11:31:58+00:00
88713,BR100548,Hourly,24.76,,,,,4th year – attained standard of proficiency,4,AA,2022-10-01,2023-06-30,3,2022,2022-06-24T11:31:58+00:00
108891,BR103722,Hourly,27.88,,,,,Level 6,4,AD,2022-10-01,2023-06-30,3,2022,2022-06-24T11:31:58+00:00
88474,BR100328,Hourly,23.52,,,,Level 3,20 years of age,4,AD,2022-10-01,2023-06-30,4,2022,2023-03-15T08:17:14+00:00
302,BR89904,Weekly,985.1,CR25752,Hourly,25.92,Casino table gaming employee grade 2,Level 3A,4,AD,2022-10-01,2023-06-30,5,2022,2022-07-01T17:27:06+00:00
257,BR89894,Weekly,893.6,CR25743,Hourly,23.52,Clerical grade 2; Cook grade 2; Food and beverage attendant grade 3; Fork-lift driver; Front office grade 2; Gardener grade 2; Guest service grade 3; Handyperson; Kitchen attendant grade 3; Leisure attendant grade 2; Storeperson grade 2; Timekeeper/security officer grade 2,Level 3,4,AD,2022-10-01,2023-06-30,4,2022,2022-07-01T17:25:19+00:00
299,BR89903,Weekly,940.9,CR25751,Hourly,24.76,Casino equipment technician grade 2; Gaming finance employee grade 2; Security officer grade 1,Level 3,4,AD,2022-10-01,2023-06-30,5,2022,2022-07-01T17:27:06+00:00
88626,BR100467,Hourly,24.76,,,,Level 3,20 years of age,4,AD,2022-10-01,2023-06-30,4,2022,2023-03-15T08:18:09+00:00
88560,BR100406,Hourly,24.76,,,,Level 4,20 years of age,4,AD,2022-10-01,2023-06-30,4,2022,2023-03-15T08:23:35+00:00
88630,BR100471,Hourly,25.92,,,,Level 3A,20 years of age,4,AD,2022-10-01,2023-06-30,4,2022,2023-03-15T08:18:09+00:00
108886,BR103717,Hourly,27.02,,,,,Level 6,4,AD,2022-10-01,2023-06-30,2,2022,2022-06-24T11:31:58+00:00
90454,BR102188,Weekly,921.98,CR29799,Hourly,24.26,Midway between the rate specified for the 3rd 6 months and the standard weekly rate,4th 6 months – not attained standard of proficiency,4,AP,2022-10-01,2023-06-30,3,2022,2022-06-24T11:31:58+00:00
90439,BR102182,Weekly,893.86,CR29794,Hourly,23.52,95%,4th year – not attained standard of proficiency,4,AP,2022-10-01,2023-06-30,3,2022,2022-06-24T11:31:58+00:00
88470,BR100324,Hourly,11.76,,,,Level 3,16 years of age and under,4,JN,2022-10-01,2023-06-30,3,2022,2022-06-24T11:31:58+00:00
88556,BR100402,Hourly,13.62,,,,Level 4,16 years of age,4,JN,2022-10-01,2023-06-30,3,2022,2022-06-24T11:31:58+00:00
88624,BR100465,Hourly,17.33,,,,Level 3,18 years of age,4,JN,2022-10-01,2023-06-30,3,2022,2022-06-24T11:31:58+00:00
88472,BR100326,Hourly,16.46,,,,Level 3,18 years of age,4,JN,2022-10-01,2023-06-30,3,2022,2022-06-24T11:31:58+00:00
88557,BR100403,Hourly,16.09,,,,Level 4,17 years of age,4,JN,2022-10-01,2023-06-30,3,2022,2022-06-24T11:31:58+00:00
88555,BR100401,Hourly,11.14,,,,Level 4,15 years of age and under,4,JN,2022-10-01,2023-06-30,3,2022,2022-06-24T11:31:58+00:00
88628,BR100469,Hourly,18.14,,,,Level 3A,18 years of age,4,JN,2022-10-01,2023-06-30,3,2022,2022-06-24T11:31:58+00:00
88471,BR100325,Hourly,14.11,,,,Level 3,17 years of age,4,JN,2022-10-01,2023-06-30,3,2022,2022-06-24T11:31:58+00:00
88558,BR100404,Hourly,18.57,,,,Level 4,18 years of age,4,JN,2022-10-01,2023-06-30,3,2022,2022-06-24T11:31:58+00:00
88625,BR100466,Hourly,21.05,,,,Level 3,19 years of age,4,JN,2022-10-01,2023-06-30,3,2022,2022-06-24T11:31:58+00:00
88629,BR100470,Hourly,22.03,,,,Level 3A,19 years of age,4,JN,2022-10-01,2023-06-30,3,2022,2022-06-24T11:31:58+00:00
88473,BR100327,Hourly,19.99,,,,Level 3,19 years of age,4,JN,2022-10-01,2023-06-30,3,2022,2022-06-24T11:31:58+00:00
88559,BR100405,Hourly,22.28,,,,Level 4,19 years of age,4,JN,2022-10-01,2023-06-30,3,2022,2022-06-24T11:31:58+00:00
88755,BR100581,Hourly,24.76,,,,,4th 6 months – attained standard of proficiency,5,AA,2022-10-01,2023-06-30,3,2022,2022-06-24T11:31:58+00:00
268,BR89895,Weekly,940.9,CR25744,Hourly,24.76,Clerical grade 3; Cook (tradesperson) grade 3; Food and beverage attendant (tradesperson) grade 4; Front office grade 3; Gardener grade 3 (tradesperson); Guest service grade 4; Leisure attendant grade 3; Storeperson grade 3,Level 4,5,AD,2022-10-01,2023-06-30,4,2022,2022-07-01T17:25:19+00:00
88480,BR100334,Hourly,24.76,,,,Level 4,20 years of age,5,AD,2022-10-01,2023-06-30,4,2022,2023-03-15T08:17:14+00:00
88639,BR100480,Hourly,26.31,,,,Level 4,20 years of age,5,AD,2022-10-01,2023-06-30,4,2022,2023-03-15T08:18:09+00:00
88567,BR100413,Hourly,26.31,,,,Level 5,20 years of age,5,AD,2022-10-01,2023-06-30,4,2022,2023-03-15T08:23:35+00:00
90440,BR102183,Weekly,940.9,CR29795,Hourly,24.76,100%,4th year – attained standard of proficiency,5,AP,2022-10-01,2023-06-30,3,2022,2022-06-24T11:31:58+00:00
90455,BR102189,Weekly,940.9,CR29800,Hourly,24.76,100% of the standard weekly rate,4th 6 months – attained standard of proficiency,5,AP,2022-10-01,2023-06-30,3,2022,2022-06-24T11:31:58+00:00
88479,BR100333,Hourly,21.05,,,,Level 4,19 years of age,5,JN,2022-10-01,2023-06-30,3,2022,2022-06-24T11:31:58+00:00
88476,BR100330,Hourly,12.38,,,,Level 4,16 years of age and under,5,JN,2022-10-01,2023-06-30,3,2022,2022-06-24T11:31:58+00:00
88478,BR100332,Hourly,17.33,,,,Level 4,18 years of age,5,JN,2022-10-01,2023-06-30,3,2022,2022-06-24T11:31:58+00:00
88562,BR100408,Hourly,11.84,,,,Level 5,15 years of age and under,5,JN,2022-10-01,2023-06-30,3,2022,2022-06-24T11:31:58+00:00
88563,BR100409,Hourly,14.47,,,,Level 5,16 years of age,5,JN,2022-10-01,2023-06-30,3,2022,2022-06-24T11:31:58+00:00
88566,BR100412,Hourly,23.68,,,,Level 5,19 years of age,5,JN,2022-10-01,2023-06-30,3,2022,2022-06-24T11:31:58+00:00
88477,BR100331,Hourly,14.86,,,,Level 4,17 years of age,5,JN,2022-10-01,2023-06-30,3,2022,2022-06-24T11:31:58+00:00
88637,BR100478,Hourly,18.42,,,,Level 4,18 years of age,5,JN,2022-10-01,2023-06-30,3,2022,2022-06-24T11:31:58+00:00
88564,BR100410,Hourly,17.1,,,,Level 5,17 years of age,5,JN,2022-10-01,2023-06-30,3,2022,2022-06-24T11:31:58+00:00
88638,BR100479,Hourly,22.36,,,,Level 4,19 years of age,5,JN,2022-10-01,2023-06-30,3,2022,2022-06-24T11:31:58+00:00
88565,BR100411,Hourly,19.73,,,,Level 5,18 years of age,5,JN,2022-10-01,2023-06-30,3,2022,2022-06-24T11:31:58+00:00
276,BR89896,Weekly,999.9,CR25745,Hourly,26.31,Clerical supervisor; Cook (tradesperson) grade 4; Food and beverage supervisor; Front office supervisor; Gardener grade 4 (tradesperson); Guest service supervisor,Level 5,6,AD,2022-10-01,2023-06-30,4,2022,2022-07-01T17:25:19+00:00
88486,BR100340,Hourly,26.31,,,,Level 5,20 years of age,6,AD,2022-10-01,2023-06-30,4,2022,2023-03-15T08:17:14+00:00
303,BR89905,Weekly,999.9,CR25753,Hourly,26.31,Casino equipment technician grade 3; Gaming finance employee grade 3; Security officer grade 2,Level 4,6,AD,2022-10-01,2023-06-30,5,2022,2022-07-01T17:27:06+00:00
88643,BR100484,Hourly,27.1,,,,Level 5,20 years of age,6,AD,2022-10-01,2023-06-30,4,2022,2023-03-15T08:18:09+00:00
88642,BR100483,Hourly,23.04,,,,Level 5,19 years of age,6,JN,2022-10-01,2023-06-30,3,2022,2022-06-24T11:31:58+00:00
88485,BR100339,Hourly,22.36,,,,Level 5,19 years of age,6,JN,2022-10-01,2023-06-30,3,2022,2022-06-24T11:31:58+00:00
88641,BR100482,Hourly,18.97,,,,Level 5,18 years of age,6,JN,2022-10-01,2023-06-30,3,2022,2022-06-24T11:31:58+00:00
88482,BR100336,Hourly,13.16,,,,Level 5,16 years of age and under,6,JN,2022-10-01,2023-06-30,3,2022,2022-06-24T11:31:58+00:00
88483,BR100337,Hourly,15.79,,,,Level 5,17 years of age,6,JN,2022-10-01,2023-06-30,3,2022,2022-06-24T11:31:58+00:00
88484,BR100338,Hourly,18.42,,,,Level 5,18 years of age,6,JN,2022-10-01,2023-06-30,3,2022,2022-06-24T11:31:58+00:00
88647,BR100488,Hourly,27.88,,,,Level 6,20 years of age,7,AD,2022-10-01,2023-06-30,4,2022,2023-03-15T08:18:09+00:00
282,BR89897,Weekly,1026.6,CR25746,Hourly,27.02,Cook (tradesperson) grade 5,Level 6,7,AD,2022-10-01,2023-06-30,4,2022,2022-07-01T17:25:19+00:00
306,BR89906,Weekly,1029.7,CR25754,Hourly,27.1,Casino table gaming employee grade 3; Gaming finance employee grade 4,Level 5,7,AD,2022-10-01,2023-06-30,4,2022,2022-07-01T17:27:06+00:00
88646,BR100487,Hourly,23.7,,,,Level 6,19 years of age,7,JN,2022-10-01,2023-06-30,3,2022,2022-06-24T11:31:58+00:00
88645,BR100486,Hourly,19.52,,,,Level 6,18 years of age,7,JN,2022-10-01,2023-06-30,3,2022,2022-06-24T11:31:58+00:00
308,BR89907,Weekly,1059.3,CR25755,Hourly,27.88,Casino table gaming employee grade 4; Gaming finance employee grade 5; Surveillance operator,Level 6,8,AD,2022-10-01,2023-06-30,5,2022,2022-07-01T17:27:06+00:00
88377,,,,,,,,Introductory Level*,,,2021-11-01,2022-09-30,1,2021,2022-06-28T14:29:04+00:00
88392,,,,,,,,Level 1*,,,2021-11-01,2022-09-30,1,2021,2022-06-28T14:29:04+00:00
88449,,,,,,,,Level 3*,,,2021-11-01,2022-09-30,1,2021,2022-06-28T14:29:04+00:00
88444,,,,,,,,Level 2*,,,2021-11-01,2022-09-30,1,2021,2022-06-28T14:29:04+00:00
88475,,,,,,,,Level 4*,,,2021-11-01,2022-09-30,1,2021,2022-06-28T14:29:04+00:00
88481,,,,,,,,Level 5*,,,2021-11-01,2022-09-30,1,2021,2022-06-28T14:29:04+00:00
88493,,,,,,,,Introductory Level*,,,2021-11-01,2022-09-30,1,2021,2022-06-28T14:31:54+00:00
88520,,,,,,,,Level 2*,,,2021-11-01,2022-09-30,1,2021,2022-06-28T14:31:54+00:00
88553,,,,,,,,Level 3*,,,2021-11-01,2022-09-30,1,2021,2022-06-28T14:31:54+00:00
88561,,,,,,,,Level 5*,,,2021-11-01,2022-09-30,1,2021,2022-06-28T14:31:54+00:00
88554,,,,,,,,Level 4*,,,2021-11-01,2022-09-30,1,2021,2022-06-28T14:31:54+00:00
88609,,,,,,,,Introductory Level*,,,2021-11-01,2022-09-30,1,2021,2022-06-28T14:30:38+00:00
88615,,,,,,,,Level 1*,,,2021-11-01,2022-09-30,1,2021,2022-06-28T14:30:38+00:00
88619,,,,,,,,Level 2*,,,2021-11-01,2022-09-30,1,2021,2022-06-28T14:30:38+00:00
88623,,,,,,,,Level 3*,,,2021-11-01,2022-09-30,1,2021,2022-06-28T14:30:38+00:00
88627,,,,,,,,Level 3A*,,,2021-11-01,2022-09-30,1,2021,2022-06-28T14:30:38+00:00
88636,,,,,,,,Level 4*,,,2021-11-01,2022-09-30,1,2021,2022-06-28T14:30:38+00:00
88640,,,,,,,,Level 5*,,,2021-11-01,2022-09-30,1,2021,2022-06-28T14:30:38+00:00
88644,,,,,,,,Level 6*,,,2021-11-01,2022-09-30,1,2021,2022-06-28T14:30:38+00:00
88710,BR100545,Hourly,18.94,,,,,1st year,1,AA,2021-11-01,2022-09-30,2,2021,2022-06-28T14:33:14+00:00
88714,BR100549,Hourly,18.94,,,,,1st 6 months,1,AA,2021-11-01,2022-09-30,2,2021,2022-06-28T14:33:29+00:00
108883,BR103714,Hourly,22.46,,,,,Level 3,1,AD,2021-11-01,2022-09-30,1,2021,2022-06-28T14:33:43+00:00
108887,BR103718,Hourly,23.67,,,,,Level 3,1,AD,2021-11-01,2022-09-30,2,2021,2022-06-28T14:33:57+00:00
108888,BR103719,Hourly,24.78,,,,,Level 3A,1,AD,2021-11-01,2022-09-30,2,2021,2022-06-28T14:33:57+00:00
311,BR89908,Annual,51130,,,,,Managerial staff (Hotels),1,AD,2021-11-01,2022-09-30,1,2021,2022-06-28T14:26:36+00:00
292,BR89900,Weekly,794.8,CR25748,Hourly,20.92,,Introductory level,1,AD,2021-11-01,2022-09-30,2,2021,2022-06-28T14:27:26+00:00
242,BR89890,Weekly,772.6,CR25739,Hourly,20.33,,Introductory level,1,AD,2021-11-01,2022-09-30,2,2021,2022-06-28T14:26:10+00:00
90436,BR102179,Weekly,494.73,CR29791,Hourly,13.02,55%,1st year,1,AP,2021-11-01,2022-09-30,2,2021,2022-06-28T14:32:30+00:00
90451,BR102185,Weekly,629.65,CR29796,Hourly,16.57,70% of the standard weekly rate,1st 6 months,1,AP,2021-11-01,2022-09-30,2,2021,2022-06-28T14:32:55+00:00
91139,BR102854,Hourly,17.78,,,,Introductory level,19 years of age,1,JN,2021-11-01,2022-09-30,2,2021,2022-06-28T14:30:38+00:00
88379,BR100240,Hourly,12.2,,,,Introductory Level,17 years of age,1,JN,2021-11-01,2022-09-30,2,2021,2022-06-28T14:29:04+00:00
88378,BR100239,Hourly,10.17,,,,Introductory Level,16 years of age and under,1,JN,2021-11-01,2022-09-30,2,2021,2022-06-28T14:29:04+00:00
88389,BR100246,Hourly,14.23,,,,Introductory Level,18 years of age,1,JN,2021-11-01,2022-09-30,2,2021,2022-06-28T14:29:04+00:00
88390,BR100247,Hourly,17.28,,,,Introductory Level,19 years of age,1,JN,2021-11-01,2022-09-30,2,2021,2022-06-28T14:29:04+00:00
88391,BR100248,Hourly,20.33,,,,Introductory Level,20 years of age,1,JN,2021-11-01,2022-09-30,2,2021,2022-06-28T14:29:04+00:00
88614,BR100453,Hourly,20.92,,,,Introductory level,20 years of age,1,JN,2021-11-01,2022-09-30,2,2021,2022-06-28T14:30:38+00:00
88612,BR100451,Hourly,14.64,,,,Introductory level,18 years of age,1,JN,2021-11-01,2022-09-30,2,2021,2022-06-28T14:30:38+00:00
88517,BR100364,Hourly,15.25,,,,Introductory,18 years of age,1,JN,2021-11-01,2022-09-30,2,2021,2022-06-28T14:31:54+00:00
88518,BR100365,Hourly,18.3,,,,Introductory,19 years of age,1,JN,2021-11-01,2022-09-30,2,2021,2022-06-28T14:31:54+00:00
88515,BR100362,Hourly,11.18,,,,Introductory,16 years of age,1,JN,2021-11-01,2022-09-30,2,2021,2022-06-28T14:31:54+00:00
88516,BR100363,Hourly,13.21,,,,Introductory,17 years of age,1,JN,2021-11-01,2022-09-30,2,2021,2022-06-28T14:31:54+00:00
88519,BR100366,Hourly,20.33,,,,Introductory,20 years of age,1,JN,2021-11-01,2022-09-30,2,2021,2022-06-28T14:31:54+00:00
88514,BR100361,Hourly,9.15,,,,Introductory,15 years of age and under,1,JN,2021-11-01,2022-09-30,2,2021,2022-06-28T14:31:54+00:00
88709,BR100544,Hourly,20.33,,,,,2nd year,2,AA,2021-11-01,2022-09-30,2,2021,2022-06-28T14:33:14+00:00
88711,BR100546,Hourly,20.33,,,,,3rd year,2,AA,2021-11-01,2022-09-30,2,2021,2022-06-28T14:33:14+00:00
88717,BR100552,Hourly,20.12,,,,,2nd 6 months,2,AA,2021-11-01,2022-09-30,2,2021,2022-06-28T14:33:29+00:00
108884,BR103715,Hourly,23.67,,,,,Level 4,2,AD,2021-11-01,2022-09-30,1,2021,2022-06-28T14:33:43+00:00
108889,BR103720,Hourly,25.16,,,,,Level 4,2,AD,2021-11-01,2022-09-30,2,2021,2022-06-28T14:33:57+00:00
293,BR89901,Weekly,842.9,CR25749,Hourly,22.18,Casino electronic gaming employee grade 1,Level 1,2,AD,2021-11-01,2022-09-30,2,2021,2022-06-28T14:27:26+00:00
243,BR89891,Weekly,794.8,CR25740,Hourly,20.92,Food and beverage attendant grade 1; Guest service grade 1; Kitchen attendant grade 1,Level 1,2,AD,2021-11-01,2022-09-30,2,2021,2022-06-28T14:26:10+00:00
90452,BR102186,Weekly,764.58,CR29797,Hourly,20.12,85% of the standard weekly rate,2nd 6 months,2,AP,2021-11-01,2022-09-30,2,2021,2022-06-28T14:32:55+00:00
90437,BR102180,Weekly,584.68,CR29792,Hourly,15.39,65%,2nd year,2,AP,2021-11-01,2022-09-30,2,2021,2022-06-28T14:32:30+00:00
88394,BR100251,Hourly,12.55,,,,Level 1,17 years of age,2,JN,2021-11-01,2022-09-30,2,2021,2022-06-28T14:29:04+00:00
88441,BR100296,Hourly,17.78,,,,Level 1,19 years of age,2,JN,2021-11-01,2022-09-30,2,2021,2022-06-28T14:29:04+00:00
88395,BR100252,Hourly,14.64,,,,Level 1,18 years of age,2,JN,2021-11-01,2022-09-30,2,2021,2022-06-28T14:29:04+00:00
88393,BR100250,Hourly,10.46,,,,Level 1,16 years of age and under,2,JN,2021-11-01,2022-09-30,2,2021,2022-06-28T14:29:04+00:00
88442,BR100297,Hourly,20.92,,,,Level 1,20 years of age,2,JN,2021-11-01,2022-09-30,2,2021,2022-06-28T14:29:04+00:00
88523,BR100370,Hourly,14.12,,,,Level 2,17 years of age,2,JN,2021-11-01,2022-09-30,2,2021,2022-06-28T14:31:54+00:00
88524,BR100371,Hourly,16.29,,,,Level 2,18 years of age,2,JN,2021-11-01,2022-09-30,2,2021,2022-06-28T14:31:54+00:00
88522,BR100369,Hourly,11.95,,,,Level 2,16 years of age,2,JN,2021-11-01,2022-09-30,2,2021,2022-06-28T14:31:54+00:00
88521,BR100368,Hourly,9.77,,,,Level 2,15 years of age and under,2,JN,2021-11-01,2022-09-30,2,2021,2022-06-28T14:31:54+00:00
88526,BR100373,Hourly,21.72,,,,Level 2,20 years of age,2,JN,2021-11-01,2022-09-30,2,2021,2022-06-28T14:31:54+00:00
88525,BR100372,Hourly,19.55,,,,Level 2,19 years of age,2,JN,2021-11-01,2022-09-30,2,2021,2022-06-28T14:31:54+00:00
88617,BR100457,Hourly,18.85,,,,Level 1,19 years of age,2,JN,2021-11-01,2022-09-30,2,2021,2022-06-28T14:30:38+00:00
88618,BR100458,Hourly,22.18,,,,Level 1,20 years of age,2,JN,2021-11-01,2022-09-30,2,2021,2022-06-28T14:30:38+00:00
88616,BR100459,Hourly,15.53,,,,Level 1,18 years of age,2,JN,2021-11-01,2022-09-30,2,2021,2022-06-28T14:30:38+00:00
88716,BR100551,Hourly,22.69,,,,,3rd 6 months,3,AA,2021-11-01,2022-09-30,2,2021,2022-06-28T14:33:29+00:00
88712,BR100547,Hourly,22.49,,,,,4th year – not attained standard of proficiency,3,AA,2021-11-01,2022-09-30,2,2021,2022-06-28T14:33:14+00:00
108885,BR103716,Hourly,25.16,,,,,Level 5,3,AD,2021-11-01,2022-09-30,1,2021,2022-06-28T14:33:43+00:00
108890,BR103721,Hourly,25.91,,,,,Level 5,3,AD,2021-11-01,2022-09-30,2,2021,2022-06-28T14:33:57+00:00
294,BR89902,Weekly,871.3,CR25750,Hourly,22.93,Casino electronic gaming employee grade 2; Casino equipment technician grade 1; Casino table gaming employee grade 1; Customer liaison officer; Gaming finance employee grade 1,Level 2,3,AD,2021-11-01,2022-09-30,2,2021,2022-06-28T14:27:26+00:00
246,BR89892,Weekly,825.2,CR25741,Hourly,21.72,Clerical grade 1; Cook grade 1; Door person/security officer grade 1; Food and beverage attendant grade 2; Front office grade 1; Gardener grade 1; Guest service grade 2; Kitchen attendant grade 2; Leisure attendant grade 1; Storeperson grade 1,Level 2,3,AD,2021-11-01,2022-09-30,2,2021,2022-06-28T14:26:10+00:00
90438,BR102181,Weekly,719.6,CR29793,Hourly,18.94,80%,3rd year,3,AP,2021-11-01,2022-09-30,2,2021,2022-06-28T14:32:30+00:00
90453,BR102187,Weekly,862.35,CR29798,Hourly,22.69,Midway between the minimum rate prescribed for Food and beverage attendant grade 2 in Table 3—Minimum rates and the standard weekly rate,3rd 6 months,3,AP,2021-11-01,2022-09-30,2,2021,2022-06-28T14:32:55+00:00
88443,BR100298,Hourly,10.86,,,,Level 2,16 years of age and under,3,JN,2021-11-01,2022-09-30,2,2021,2022-06-28T14:29:04+00:00
88447,BR100302,Hourly,18.46,,,,Level 2,19 years of age,3,JN,2021-11-01,2022-09-30,2,2021,2022-06-28T14:29:04+00:00
88445,BR100300,Hourly,13.03,,,,Level 2,17 years of age,3,JN,2021-11-01,2022-09-30,2,2021,2022-06-28T14:29:04+00:00
88448,BR100303,Hourly,21.72,,,,Level 2,20 years of age,3,JN,2021-11-01,2022-09-30,2,2021,2022-06-28T14:29:04+00:00
88446,BR100301,Hourly,15.2,,,,Level 2,18 years of age,3,JN,2021-11-01,2022-09-30,2,2021,2022-06-28T14:29:04+00:00
88620,BR100461,Hourly,16.05,,,,Level 2,18 years of age,3,JN,2021-11-01,2022-09-30,2,2021,2022-06-28T14:30:38+00:00
88622,BR100463,Hourly,22.93,,,,Level 2,20 years of age,3,JN,2021-11-01,2022-09-30,2,2021,2022-06-28T14:30:38+00:00
88621,BR100462,Hourly,19.49,,,,Level 2,19 years of age,3,JN,2021-11-01,2022-09-30,2,2021,2022-06-28T14:30:38+00:00
88549,BR100395,Hourly,14.6,,,,Level 3,17 years of age,3,JN,2021-11-01,2022-09-30,2,2021,2022-06-28T14:31:54+00:00
88527,BR100374,Hourly,10.11,,,,Level 3,15 years of age and under,3,JN,2021-11-01,2022-09-30,2,2021,2022-06-28T14:31:54+00:00
